V(V),I(A)
-10.0,-2.58e-06
-10.0,-2.97e-06
-9.8,-3.1e-06
-9.6,-3.11e-06
-9.4,-3.01e-06
-9.2,-3.12e-06
-9.0,-3.17e-06
-8.8,-3.15e-06
-8.6,-3.13e-06
-8.4,-3.11e-06
-8.2,-3.09e-06
-8.0,-3.07e-06
-7.8,-3.06e-06
-7.6,-3.04e-06
-7.4,-3.03e-06
-7.2,-3.01e-06
-7.0,-3e-06
-6.8,-2.98e-06
-6.6,-2.97e-06
-6.4,-2.96e-06
-6.2,-2.94e-06
-6.0,-2.93e-06
-5.8,-2.91e-06
-5.6,-2.91e-06
-5.4,-2.89e-06
-5.2,-2.88e-06
-5.0,-2.86e-06
-4.8,-2.85e-06
-4.6,-2.84e-06
-4.4,-2.83e-06
-4.2,-2.81e-06
-4.0,-2.79e-06
-3.8,-2.78e-06
-3.6,-2.77e-06
-3.4,-2.76e-06
-3.2,-2.75e-06
-3.0,-2.74e-06
-2.8,-2.72e-06
-2.6,-2.7e-06
-2.4,-2.69e-06
-2.2,-2.68e-06
-2.0,-2.66e-06
-1.8,-2.65e-06
-1.6,-2.64e-06
-1.4,-2.63e-06
-1.2,-2.62e-06
-1.0,-2.61e-06
-0.8,-2.6e-06
-0.6,-2.6e-06
-0.4,-2.59e-06
-0.2,-2.58e-06
0.0,-2.57e-06
0.2,-2.56e-06
0.4,-2.55e-06
0.6,-2.54e-06
0.8,-2.53e-06
1.0,-2.52e-06
1.2,-2.51e-06
1.4,-2.5e-06
1.6,-2.49e-06
1.8,-2.48e-06
2.0,-2.48e-06
2.2,-2.46e-06
2.4,-2.45e-06
2.6,-2.44e-06
2.8,-2.43e-06
3.0,-2.42e-06
3.2,-2.28e-06
3.4,-2.33e-06
3.6,-2.39e-06
3.8,-2.38e-06
4.0,-2.36e-06
4.2,-2.35e-06
4.4,-2.33e-06
4.6,-2.32e-06
4.8,-2.31e-06
5.0,-2.3e-06
5.2,-2.28e-06
5.4,-2.26e-06
5.6,-2.25e-06
5.8,-2.23e-06
6.0,-2.22e-06
6.2,-2.21e-06
6.4,-2.19e-06
6.6,-2.18e-06
6.8,-2.16e-06
7.0,-2.13e-06
7.2,-2.11e-06
7.4,-2.1e-06
7.6,-2.08e-06
7.8,-2.06e-06
8.0,-2.04e-06
8.2,-2.03e-06
8.4,-2.01e-06
8.6,-1.97e-06
8.8,-1.96e-06
9.0,-1.95e-06
9.2,-1.92e-06
9.4,-1.88e-06
9.6,-1.82e-06
9.8,-1.78e-06
10.0,-1.73e-06
10.2,-1.68e-06
10.4,-1.61e-06
10.6,-1.52e-06
10.8,-1.45e-06
11.0,-1.39e-06
11.2,-1.33e-06
11.4,-1.28e-06
11.6,-1.23e-06
11.8,-1.18e-06
12.0,-1.13e-06
12.2,-1.07e-06
12.4,-1.04e-06
12.6,-1.02e-06
12.8,-1e-06
13.0,-9.8e-07
13.2,-9.5e-07
13.4,-9.3e-07
13.6,-9e-07
13.8,-8.7e-07
14.0,-8.5e-07
14.2,-8.2e-07
14.4,-8e-07
14.6,-7.7e-07
14.8,-7.4e-07
15.0,-7.2e-07
15.2,-6.8e-07
15.4,-6.6e-07
15.6,-6.3e-07
15.8,-6.1e-07
16.0,-5.8e-07
16.2,-5.5e-07
16.4,-5.2e-07
16.6,-4.9e-07
16.8,-4.6e-07
17.0,-4.4e-07
17.2,-4.1e-07
17.4,-3.8e-07
17.6,-3.6e-07
17.8,-3.4e-07
18.0,-3.1e-07
18.2,-2.8e-07
18.4,-2.6e-07
18.6,-2.3e-07
18.8,-2e-07
19.0,-1.7e-07
19.2,-1.4e-07
19.4,-1.1e-07
19.6,-8e-08
19.8,-6e-08
20.0,-4e-08
20.2,-2e-08
20.4,0.0
20.6,4e-08
20.8,7e-08
21.0,1e-07
21.2,1.3e-07
21.4,1.6e-07
21.6,1.9e-07
21.8,2.2e-07
22.0,2.5e-07
22.2,2.7e-07
22.4,3.1e-07
22.6,3.4e-07
22.8,3.8e-07
23.0,8.4e-07
23.2,6.3e-07
23.4,5.3e-07
23.6,5.6e-07
23.8,5.9e-07
24.0,6.1e-07
24.2,6.4e-07
24.4,6.6e-07
24.6,8.5e-07
24.8,8.8e-07
25.0,7.6e-07
25.2,8e-07
25.4,8.3e-07
25.6,8.5e-07
25.8,2.1e-06
26.0,2.14e-06
26.2,9.4e-07
26.4,9.7e-07
26.6,1e-06
26.8,1.02e-06
27.0,1.05e-06
27.2,1.25e-06
27.4,1.31e-06
27.6,1.18e-06
27.8,1.23e-06
28.0,1.27e-06
28.2,1.3e-06
28.4,1.33e-06
28.6,1.36e-06
28.8,1.39e-06
29.0,1.43e-06
29.2,1.46e-06
29.4,1.49e-06
29.6,1.53e-06
29.8,1.57e-06
30.0,1.6e-06
30.2,1.64e-06
30.4,1.68e-06
30.6,1.71e-06
30.8,1.73e-06
31.0,1.77e-06
31.2,1.8e-06
31.4,1.84e-06
31.6,1.88e-06
31.8,1.93e-06
32.0,1.97e-06
32.2,1.98e-06
32.4,2.01e-06
32.6,2.04e-06
32.8,2.09e-06
33.0,2.14e-06
33.2,2.17e-06
33.4,2.2e-06
33.6,2.23e-06
33.8,2.26e-06
34.0,2.29e-06
34.2,2.36e-06
34.4,2.4e-06
34.6,2.44e-06
34.8,2.45e-06
35.0,2.5e-06
35.2,2.54e-06
35.4,2.56e-06
35.6,2.58e-06
35.8,2.63e-06
36.0,2.69e-06
36.2,2.72e-06
36.4,2.75e-06
36.6,2.78e-06
36.8,2.81e-06
37.0,2.83e-06
37.2,2.89e-06
37.4,2.94e-06
37.6,2.97e-06
37.8,2.99e-06
38.0,3.01e-06
38.2,3.02e-06
38.4,3.05e-06
38.6,3.1e-06
38.8,3.15e-06
39.0,3.2e-06
39.2,3.23e-06
39.4,3.24e-06
39.6,3.26e-06
39.8,3.27e-06
40.0,3.29e-06
40.2,3.35e-06
40.4,3.4e-06
40.6,3.42e-06
40.8,3.41e-06
41.0,3.43e-06
41.2,3.48e-06
41.4,3.5e-06
41.6,3.54e-06
41.8,3.58e-06
42.0,3.58e-06
42.2,3.58e-06
42.4,3.6e-06
42.6,3.64e-06
42.8,3.7e-06
43.0,3.74e-06
43.2,3.73e-06
43.4,3.71e-06
43.6,3.71e-06
43.8,3.75e-06
44.0,3.8e-06
44.2,3.82e-06
44.4,3.81e-06
44.6,3.82e-06
44.8,3.85e-06
45.0,4.14e-06
45.6,4.1e-06
46.2,4.28e-06
46.4,4.32e-06
46.6,4.38e-06
46.8,4.41e-06
47.0,4.45e-06
47.2,4.51e-06
47.4,4.56e-06
47.6,4.62e-06
47.8,4.7e-06
48.0,4.77e-06
48.2,4.83e-06
48.4,4.9e-06
48.6,4.97e-06
48.8,5.04e-06
49.0,5.13e-06
49.2,5.24e-06
49.4,5.37e-06
49.6,5.52e-06
49.8,5.91e-06
50.0,6.02e-06
50.2,6.03e-06
50.4,6.22e-06
50.6,6.45e-06
50.8,6.68e-06
51.0,6.92e-06
51.2,7.16e-06
51.4,7.4e-06
51.6,7.65e-06
51.8,7.91e-06
52.0,8.16e-06
52.2,8.41e-06
52.4,8.69e-06
52.6,8.97e-06
52.8,9.21e-06
53.0,9.46e-06
53.2,9.71e-06
53.4,9.97e-06
53.6,1.019e-05
53.8,1.038e-05
54.0,1.06e-05
54.2,1.086e-05
54.4,1.113e-05
54.6,1.147e-05
54.8,1.186e-05
55.0,1.24e-05
55.2,1.316e-05
55.4,1.408e-05
55.6,1.508e-05
55.8,1.633e-05
56.0,1.777e-05
56.2,1.936e-05
56.8,2.48e-05
56.8,2.67e-05
57.0,2.87e-05
57.2,3.11e-05
57.4,3.37e-05
57.6,3.64e-05
57.8,3.95e-05
58.0,4.3e-05
58.2,4.72e-05
58.4,5.24e-05
58.6,5.81e-05
58.8,6.45e-05
59.0,7.16e-05
59.2,7.9e-05
59.4,8.7e-05
59.6,9.58e-05
59.8,0.0001046
60.0,0.0001129
60.2,0.0001208
60.4,0.0001296
60.6,0.0001422
60.8,0.0001534
61.0,0.0001603
61.2,0.0001661
61.4,0.0001718
61.6,0.0001774
61.8,0.0001825
62.0,0.0001875
62.2,0.0001925
62.4,0.0001976
63.4,0.000221
63.6,0.000225
63.8,0.000231
64.0,0.000236
64.2,0.000242
64.4,0.000247
64.6,0.000251
64.8,0.000256
65.0,0.000261
65.2,0.000266
