V(V),I(A)
-10.0,-5.86e-06
-9.8,-7.06e-06
-9.6,-7.24e-06
-9.4,-7.2e-06
-9.2,-7.17e-06
-9.0,-7.13e-06
-8.8,-7.1e-06
-8.6,-7.06e-06
-8.4,-7.03e-06
-8.2,-7e-06
-8.0,-6.96e-06
-7.8,-6.92e-06
-7.6,-6.89e-06
-7.4,-6.85e-06
-7.2,-6.81e-06
-7.0,-6.77e-06
-6.8,-6.73e-06
-6.6,-6.69e-06
-6.4,-6.65e-06
-6.2,-6.61e-06
-6.0,-6.57e-06
-5.8,-6.53e-06
-5.6,-6.49e-06
-5.4,-6.45e-06
-5.2,-6.41e-06
-5.0,-6.37e-06
-4.8,-6.33e-06
-4.6,-6.29e-06
-4.4,-6.25e-06
-4.2,-6.21e-06
-4.0,-6.17e-06
-3.8,-6.13e-06
-3.6,-6.09e-06
-3.4,-6.05e-06
-3.2,-6e-06
-3.0,-5.96e-06
-2.8,-5.92e-06
-2.6,-5.88e-06
-2.4,-5.84e-06
-2.2,-5.8e-06
-2.0,-5.76e-06
-1.8,-5.72e-06
-1.6,-5.68e-06
-1.4,-5.64e-06
-1.2,-5.61e-06
-1.0,-5.57e-06
-0.8,-5.53e-06
-0.6,-5.49e-06
-0.4,-5.45e-06
-0.2,-5.41e-06
0.0,-5.38e-06
0.2,-5.34e-06
0.4,-5.3e-06
0.6,-5.26e-06
0.8,-5.22e-06
1.0,-5.18e-06
1.2,-5.14e-06
1.4,-5.1e-06
1.6,-5.06e-06
1.8,-5.03e-06
2.0,-5e-06
2.2,-4.96e-06
2.4,-4.92e-06
2.6,-4.89e-06
2.8,-4.85e-06
3.0,-4.81e-06
3.2,-4.77e-06
3.4,-4.73e-06
3.6,-4.69e-06
3.8,-4.65e-06
4.0,-4.61e-06
4.2,-4.57e-06
4.4,-4.53e-06
4.6,-4.49e-06
4.8,-4.45e-06
5.0,-4.41e-06
5.2,-4.38e-06
5.4,-4.33e-06
5.6,-4.29e-06
5.8,-4.25e-06
6.0,-4.21e-06
6.2,-4.17e-06
6.4,-4.13e-06
6.6,-4.09e-06
6.8,-4.05e-06
7.0,-4.01e-06
7.2,-3.97e-06
7.4,-3.93e-06
7.6,-3.89e-06
7.8,-3.86e-06
8.0,-3.82e-06
8.2,-3.77e-06
8.4,-3.74e-06
8.6,-3.69e-06
8.8,-3.65e-06
9.0,-3.61e-06
9.2,-3.58e-06
9.4,-3.53e-06
9.6,-3.5e-06
9.8,-3.45e-06
10.0,-3.41e-06
10.2,-3.38e-06
10.4,-3.34e-06
10.6,-3.3e-06
10.8,-3.27e-06
11.0,-3.23e-06
11.2,-3.2e-06
11.4,-3.16e-06
11.6,-3.13e-06
11.8,-3.1e-06
12.0,-3.07e-06
12.2,-3.04e-06
12.4,-3.01e-06
12.6,-2.99e-06
12.8,-2.95e-06
13.0,-2.92e-06
13.2,-2.89e-06
13.4,-2.86e-06
13.6,-2.82e-06
13.8,-2.79e-06
14.0,-2.76e-06
14.2,-2.72e-06
14.4,-2.69e-06
14.6,-2.66e-06
14.8,-2.62e-06
15.0,-2.58e-06
15.2,-2.54e-06
15.4,-2.51e-06
15.6,-2.47e-06
15.8,-2.43e-06
16.0,-2.4e-06
16.2,-2.36e-06
16.4,-2.33e-06
16.6,-2.29e-06
16.8,-2.26e-06
17.0,-2.23e-06
17.2,-2.19e-06
17.4,-2.16e-06
17.6,-2.12e-06
17.8,-2.09e-06
18.0,-2.06e-06
18.2,-2.03e-06
18.4,-2e-06
18.6,-1.97e-06
18.8,-1.94e-06
19.0,-1.92e-06
19.2,-1.89e-06
19.4,-1.87e-06
19.6,-1.84e-06
19.8,-1.82e-06
20.0,-1.79e-06
20.2,-1.77e-06
20.4,-1.74e-06
20.6,-1.72e-06
20.8,-1.7e-06
21.0,-1.67e-06
21.2,-1.64e-06
21.4,-1.62e-06
21.6,-1.61e-06
21.8,-1.59e-06
22.0,-1.56e-06
22.2,-1.55e-06
22.4,-1.53e-06
22.6,-1.51e-06
22.8,-1.48e-06
23.0,-1.47e-06
23.2,-1.46e-06
23.4,-1.43e-06
23.6,-1.42e-06
23.8,-1.39e-06
24.0,-1.36e-06
24.2,-1.34e-06
24.4,-1.32e-06
24.6,-1.31e-06
24.8,-1.29e-06
25.0,-1.27e-06
25.2,-1.24e-06
25.4,-1.21e-06
25.6,-1.19e-06
25.8,-1.17e-06
26.0,-1.15e-06
26.2,-1.15e-06
26.4,-1.14e-06
26.6,-1.13e-06
26.8,-1.12e-06
27.0,-1.11e-06
27.2,-1.09e-06
27.4,-1.08e-06
27.6,-1.07e-06
27.8,-1.07e-06
28.0,-1.06e-06
28.2,-1.04e-06
28.4,-1.02e-06
28.6,-1e-06
28.8,-9.9e-07
29.0,-9.9e-07
29.2,-9.9e-07
29.4,-9.8e-07
29.6,-9.6e-07
29.8,-9.5e-07
30.0,-9.3e-07
30.2,-9.1e-07
30.4,-8.9e-07
30.6,-8.7e-07
30.8,-8.4e-07
31.0,-8.2e-07
31.2,-7.9e-07
31.4,-7.6e-07
31.6,-7.3e-07
31.8,-7e-07
32.0,-6.8e-07
32.2,-6.6e-07
32.4,-6.3e-07
32.6,-6e-07
32.8,-5.7e-07
33.0,-5.6e-07
33.2,-5.5e-07
33.4,-5.4e-07
33.6,-5.2e-07
33.8,-4.9e-07
34.0,-4.8e-07
34.2,-4.5e-07
34.4,-4.2e-07
34.6,-3.9e-07
34.8,-3.7e-07
35.0,-3.6e-07
35.2,-3.4e-07
35.4,-3.2e-07
35.6,-3.1e-07
35.8,-2.9e-07
36.0,-2.7e-07
36.2,-2.6e-07
36.4,-2.3e-07
36.6,-2.1e-07
36.8,-1.9e-07
37.0,-1.6e-07
37.2,-1.3e-07
37.4,-9e-08
37.6,-6e-08
37.8,-5e-08
38.0,-2e-08
38.2,1e-08
38.4,5e-08
38.6,1e-07
38.8,1.3e-07
39.0,1.7e-07
39.2,2.2e-07
39.4,2.6e-07
39.6,3e-07
39.8,3.3e-07
40.0,3.6e-07
40.2,3.8e-07
40.4,4e-07
40.6,4.2e-07
40.8,4.5e-07
41.0,4.8e-07
41.2,5.1e-07
41.4,5.4e-07
41.6,5.7e-07
41.8,5.9e-07
42.0,6.1e-07
42.2,6.3e-07
42.4,6.6e-07
42.6,6.9e-07
42.8,7.1e-07
43.0,7.4e-07
43.2,7.6e-07
43.4,7.9e-07
43.6,8.3e-07
43.8,8.6e-07
44.0,9e-07
44.2,9.4e-07
44.4,9.8e-07
44.6,1.01e-06
44.8,1.04e-06
45.0,1.05e-06
45.2,1.08e-06
45.4,1.09e-06
45.6,1.09e-06
45.8,1.09e-06
46.0,1.1e-06
46.2,1.11e-06
46.4,1.11e-06
46.6,1.12e-06
46.8,1.13e-06
47.0,1.16e-06
47.2,1.19e-06
47.4,1.24e-06
47.6,1.3e-06
47.8,1.37e-06
48.0,1.45e-06
48.2,1.53e-06
48.4,1.62e-06
48.6,1.71e-06
48.8,1.82e-06
49.0,1.96e-06
49.2,2.12e-06
49.4,2.29e-06
49.6,2.46e-06
49.8,2.65e-06
50.0,2.84e-06
50.2,3.03e-06
50.4,3.23e-06
50.6,3.43e-06
50.8,3.63e-06
51.0,3.83e-06
51.2,4.02e-06
51.4,4.21e-06
51.6,4.39e-06
51.8,4.58e-06
52.0,4.77e-06
52.2,4.98e-06
52.4,5.18e-06
52.6,5.38e-06
52.8,5.57e-06
53.0,5.75e-06
53.2,5.93e-06
53.4,6.12e-06
53.6,6.32e-06
53.8,6.52e-06
54.0,6.75e-06
54.2,7.02e-06
54.4,7.36e-06
54.6,7.8e-06
54.8,8.31e-06
55.0,8.91e-06
55.2,9.67e-06
55.4,1.056e-05
55.6,1.155e-05
55.8,1.262e-05
56.0,1.367e-05
56.2,1.472e-05
56.4,1.591e-05
56.6,1.721e-05
56.8,1.861e-05
57.0,1.997e-05
57.6,2.44e-05
57.8,2.59e-05
58.0,2.79e-05
58.2,3.02e-05
58.4,3.27e-05
58.6,3.51e-05
58.8,3.78e-05
59.0,4.1e-05
59.2,4.46e-05
59.4,4.88e-05
59.6,5.38e-05
59.8,5.93e-05
60.0,6.53e-05
