V(V),I(A)
-5.0,-7e-08
-5.0,-8e-08
-5.0,-2e-08
-4.9,-1e-08
-4.9,-2e-08
-4.8,-2e-08
-4.8,-2e-08
-4.8,-2e-08
-4.7,-2e-08
-4.7,-2e-08
-4.6,-2e-08
-4.6,-2e-08
-4.6,-2e-08
-4.5,-2e-08
-4.5,-1e-08
-4.4,-1e-08
-4.4,-2e-08
-4.4,-2e-08
-4.3,-2e-08
-4.3,-1e-08
-4.2,-1e-08
-4.2,-1e-08
-4.2,-1e-08
-4.1,-2e-08
-4.1,-2e-08
-4.0,-1e-08
-4.0,-1e-08
-4.0,-2e-08
-3.9,-1e-08
-3.9,-1e-08
-3.8,-1e-08
-3.8,-1e-08
-3.8,-1e-08
-3.7,-1e-08
-3.7,-1e-08
-3.6,-1e-08
-3.6,-1e-08
-3.6,-1e-08
-3.5,-1e-08
-3.5,-1e-08
-3.4,-1e-08
-3.4,-1e-08
-3.4,-1e-08
-3.3,-1e-08
-3.3,-1e-08
-3.2,-1e-08
-3.2,-1e-08
-3.2,-2e-08
-3.1,-1e-08
-3.1,-1e-08
-3.0,-1e-08
-3.0,-1e-08
-3.0,-1e-08
-2.9,-1e-08
-2.9,-1e-08
-2.8,-1e-08
-2.8,-1e-08
-2.8,-1e-08
-2.7,-1e-08
-2.7,-1e-08
-2.6,-1e-08
-2.6,-1e-08
-2.6,-1e-08
-2.5,-1e-08
-2.5,-1e-08
-2.4,-1e-08
-2.4,-1e-08
-2.4,-1e-08
-2.3,-1e-08
-2.3,-1e-08
-2.2,-1e-08
-2.2,-1e-08
-2.2,-1e-08
-2.1,-1e-08
-2.1,-1e-08
-2.0,-1e-08
-2.0,-1e-08
-2.0,-1e-08
-1.9,-1e-08
-1.9,-1e-08
-1.8,-1e-08
-1.8,-1e-08
-1.8,-1e-08
-1.7,-1e-08
-1.7,-1e-08
-1.6,-1e-08
-1.6,-1e-08
-1.6,-1e-08
-1.5,-1e-08
-1.5,-1e-08
-1.4,-1e-08
-1.4,-1e-08
-1.4,-1e-08
-1.3,-1e-08
-1.3,-1e-08
-1.2,-1e-08
-1.2,-1e-08
-1.2,-1e-08
-1.1,-1e-08
-1.1,-1e-08
-1.0,-1e-08
-1.0,-1e-08
-1.0,-1e-08
-0.9,-1e-08
-0.9,-1e-08
-0.8,0.0
-0.8,0.0
-0.8,-1e-08
-0.7,-1e-08
-0.7,-1e-08
-0.6,-1e-08
-0.6,-1e-08
-0.6,-1e-08
-0.5,0.0
-0.5,-1e-08
-0.4,-1e-08
-0.4,0.0
-0.4,0.0
-0.3,0.0
-0.3,0.0
-0.2,0.0
-0.2,0.0
-0.2,0.0
-0.1,0.0
-0.1,0.0
0.0,0.0
0.0,0.0
0.0,-1e-08
0.1,0.0
0.1,0.0
0.2,-1e-08
0.2,0.0
0.2,0.0
0.3,-1e-08
0.3,-1e-08
0.4,-1e-08
0.4,-1e-08
0.4,-1e-08
0.5,0.0
0.5,0.0
0.6,0.0
0.6,0.0
0.6,0.0
0.7,0.0
0.7,-1e-08
0.8,0.0
0.8,-1e-08
0.8,0.0
0.9,0.0
0.9,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.1,0.0
1.1,0.0
1.2,0.0
1.2,0.0
1.2,0.0
1.3,0.0
1.3,0.0
1.4,0.0
1.4,0.0
1.4,0.0
1.5,0.0
1.5,0.0
1.6,0.0
1.6,0.0
1.6,0.0
1.7,0.0
1.7,0.0
1.8,0.0
1.8,0.0
1.8,0.0
1.9,0.0
1.9,0.0
2.0,0.0
2.0,0.0
2.0,0.0
2.1,0.0
2.1,0.0
2.2,0.0
2.2,0.0
2.2,0.0
2.3,0.0
2.3,0.0
2.4,0.0
2.4,0.0
2.4,0.0
2.5,0.0
2.5,0.0
2.6,0.0
2.6,0.0
2.6,0.0
2.7,0.0
2.7,0.0
2.8,0.0
2.8,0.0
2.8,0.0
2.9,0.0
2.9,0.0
3.0,0.0
3.0,0.0
3.0,0.0
3.1,0.0
3.1,0.0
3.2,0.0
3.2,0.0
3.2,0.0
3.3,0.0
3.3,0.0
3.4,1e-08
3.4,1e-08
3.4,0.0
3.5,1e-08
3.5,0.0
3.6,0.0
3.6,1e-08
3.6,0.0
3.7,1e-08
3.7,0.0
3.8,1e-08
3.8,1e-08
3.8,1e-08
3.9,1e-08
3.9,1e-08
4.0,1e-08
4.0,1e-08
4.0,0.0
4.1,1e-08
4.1,1e-08
4.2,1e-08
4.2,1e-08
4.2,1e-08
4.3,1e-08
4.3,1e-08
4.4,1e-08
4.4,1e-08
4.4,1e-08
4.5,1e-08
4.5,1e-08
4.6,1e-08
4.6,1e-08
4.6,1e-08
4.7,1e-08
4.7,1e-08
4.8,1e-08
4.8,1e-08
4.8,1e-08
4.9,1e-08
4.9,1e-08
5.0,1e-08
