V(V),I(A)
-10.0,-1.3e-07
-10.0,-1.7e-07
-9.8,-1.8e-07
-9.6,-1.8e-07
-9.4,-1.7e-07
-9.2,-1.7e-07
-9.0,-1.7e-07
-8.8,-1.7e-07
-8.6,-1.7e-07
-8.4,-1.7e-07
-8.2,-1.7e-07
-8.0,-1.7e-07
-7.8,-1.7e-07
-7.6,-1.7e-07
-7.4,-1.7e-07
-7.2,-1.7e-07
-7.0,-1.6e-07
-6.8,-1.6e-07
-6.6,-1.6e-07
-6.4,-1.6e-07
-6.2,-1.6e-07
-6.0,-1.6e-07
-5.8,-1.6e-07
-5.6,-1.6e-07
-5.4,-1.6e-07
-5.2,-1.6e-07
-5.0,-1.6e-07
-4.8,-1.5e-07
-4.6,-1.5e-07
-4.4,-1.5e-07
-4.2,-1.5e-07
-4.0,-1.5e-07
-3.8,-1.5e-07
-3.6,-1.5e-07
-3.4,-1.5e-07
-3.2,-1.5e-07
-3.0,-1.5e-07
-2.8,-1.5e-07
-2.6,-1.4e-07
-2.4,-1.4e-07
-2.2,-1.4e-07
-2.0,-1.4e-07
-1.8,-1.4e-07
-1.6,-1.4e-07
-1.4,-1.4e-07
-1.2,-1.4e-07
-1.0,-1.4e-07
-0.8,-1.4e-07
-0.6,-1.3e-07
-0.4,-1.3e-07
-0.2,-1.3e-07
0.0,-1.3e-07
0.2,-1.3e-07
0.4,-1.3e-07
0.6,-1.3e-07
0.8,-1.2e-07
1.0,-1.3e-07
1.2,-1.3e-07
1.4,-1.3e-07
1.6,-1.3e-07
1.8,-1.3e-07
2.0,-1.2e-07
2.2,-1.2e-07
2.4,-1.2e-07
2.6,-1.2e-07
2.8,-1.2e-07
3.0,-1.2e-07
3.2,-1.2e-07
3.4,-1.2e-07
3.6,-1.2e-07
3.8,-1.2e-07
4.0,-1.2e-07
4.2,-1.1e-07
4.4,-1.1e-07
4.6,-1.1e-07
4.8,-1.1e-07
5.0,-1.1e-07
5.2,-1.1e-07
5.4,-1.1e-07
5.6,-1.1e-07
5.8,-1.1e-07
6.0,-1e-07
6.2,-1e-07
6.4,-1e-07
6.6,-1e-07
6.8,-1e-07
7.0,-1e-07
7.2,-1e-07
7.4,-1e-07
7.6,-1e-07
7.8,-1e-07
8.0,-1e-07
8.2,-9e-08
8.4,-9e-08
8.6,-7e-08
8.8,-9e-08
9.0,-8e-08
9.2,-8e-08
9.4,-9e-08
9.6,-8e-08
9.8,-8e-08
10.0,-8e-08
10.2,-8e-08
10.4,-8e-08
10.6,-8e-08
10.8,-8e-08
11.0,-8e-08
11.2,-8e-08
11.4,-7e-08
11.6,-7e-08
11.8,-7e-08
12.0,-7e-08
12.2,-7e-08
12.4,-7e-08
12.6,-7e-08
12.8,-7e-08
13.0,-7e-08
13.2,-6e-08
13.4,-6e-08
13.6,-6e-08
13.8,-6e-08
14.0,-6e-08
14.2,-6e-08
14.4,-4e-08
