V(V),I(A)
-10.0,-2.6e-07
-10.0,-4.9e-07
-9.8,-4.6e-07
-9.6,-4.7e-07
-9.4,-4.6e-07
-9.2,-4.4e-07
-9.0,-4.3e-07
-8.8,-4.2e-07
-8.6,-4.2e-07
-8.4,-4.1e-07
-8.2,-4.1e-07
-8.0,-4.2e-07
-7.8,-4.2e-07
-7.6,-4.2e-07
-7.4,-4.2e-07
-7.2,-4.1e-07
-7.0,-4.1e-07
-6.8,-4e-07
-6.6,-4e-07
-6.4,-4e-07
-6.2,-3.9e-07
-6.0,-3.9e-07
-5.8,-3.8e-07
-5.6,-3.7e-07
-5.4,-3.7e-07
-5.2,-3.6e-07
-5.0,-3.6e-07
-4.8,-3.5e-07
-4.6,-3.5e-07
-4.4,-3.5e-07
-4.2,-3.4e-07
-4.0,-3.4e-07
-3.8,-3.3e-07
-3.6,-3.3e-07
-3.4,-3.2e-07
-3.2,-3.2e-07
-3.0,-3.2e-07
-2.8,-3.1e-07
-2.6,-3.1e-07
-2.4,-3.1e-07
-2.2,-3e-07
-2.0,-3e-07
-1.8,-2.9e-07
-1.6,-2.9e-07
-1.4,-2.9e-07
-1.2,-2.8e-07
-1.0,-2.8e-07
-0.8,-2.7e-07
-0.6,-2.7e-07
-0.4,-2.7e-07
-0.2,-2.6e-07
0.0,-2.6e-07
0.2,-2.5e-07
0.4,-2.5e-07
0.6,-2.5e-07
0.8,-2.4e-07
1.0,-2.4e-07
1.2,-2.4e-07
1.4,-2.3e-07
1.6,-2.3e-07
1.8,-2.2e-07
2.0,-2.2e-07
2.2,-2.2e-07
2.4,-2.1e-07
2.6,-2.1e-07
2.8,-2e-07
3.0,-2e-07
3.2,-1.9e-07
3.4,-1.9e-07
3.6,-1.8e-07
3.8,-1.8e-07
4.0,-1.8e-07
4.2,-1.7e-07
4.4,-1.6e-07
4.6,-1.5e-07
4.8,-1.4e-07
5.0,-1.2e-07
5.2,-1e-07
5.4,-8e-08
5.6,-7e-08
5.8,-4e-08
6.0,-2e-08
6.2,1e-08
6.4,4e-08
6.6,8e-08
6.8,1.2e-07
7.0,1.7e-07
7.2,2.2e-07
7.4,2.7e-07
7.6,3.2e-07
7.8,3.7e-07
8.0,4.4e-07
8.2,4.9e-07
8.4,5.3e-07
8.6,6e-07
8.8,6.5e-07
9.0,7e-07
9.2,7.4e-07
9.4,7.9e-07
9.6,8.3e-07
9.8,8.8e-07
10.0,9.2e-07
10.2,9.6e-07
10.4,1.02e-06
10.6,1.14e-06
10.8,1.33e-06
11.0,1.64e-06
11.2,2.07e-06
11.4,2.6e-06
11.6,3.23e-06
11.8,3.98e-06
12.0,4.84e-06
12.2,5.8e-06
12.4,6.89e-06
12.6,8.09e-06
12.8,9.41e-06
13.0,1.08e-05
13.2,1.235e-05
13.4,1.418e-05
13.6,1.62e-05
13.8,1.845e-05
14.4,2.6e-05
14.6,2.82e-05
14.8,3.05e-05
15.0,3.27e-05
15.2,3.48e-05
15.4,3.69e-05
15.6,3.9e-05
15.8,4.11e-05
16.0,4.31e-05
16.2,4.5e-05
16.4,4.7e-05
16.6,4.89e-05
16.8,5.09e-05
17.0,5.28e-05
17.2,5.46e-05
17.4,5.64e-05
17.6,5.82e-05
17.8,5.99e-05
18.0,6.16e-05
18.2,6.33e-05
18.4,6.5e-05
18.6,6.66e-05
18.8,6.83e-05
19.0,7.01e-05
19.2,7.17e-05
19.4,7.33e-05
19.6,7.48e-05
19.8,7.64e-05
20.0,7.8e-05
20.2,7.96e-05
20.4,8.11e-05
20.6,8.26e-05
20.8,8.41e-05
21.0,8.56e-05
21.2,8.7e-05
21.4,8.85e-05
21.6,8.99e-05
21.8,9.13e-05
22.0,9.26e-05
22.2,9.39e-05
22.4,9.52e-05
22.6,9.65e-05
22.8,9.78e-05
23.0,9.9e-05
23.2,0.0001002
23.4,0.0001013
23.6,0.0001025
23.8,0.0001037
24.0,0.0001049
24.2,0.000106
24.4,0.0001071
24.6,0.0001081
24.8,0.0001091
25.0,0.00011
