V(V),I(A)
-10.0,-9.9e-07
-10.0,-1.34e-06
-9.8,-1.42e-06
-9.6,-1.42e-06
-9.4,-1.42e-06
-9.2,-1.42e-06
-9.0,-1.41e-06
-8.8,-1.4e-06
-8.6,-1.39e-06
-8.4,-1.38e-06
-8.2,-1.38e-06
-8.0,-1.37e-06
-7.8,-1.36e-06
-7.6,-1.35e-06
-7.4,-1.34e-06
-7.2,-1.33e-06
-7.0,-1.21e-06
-6.8,-1.2e-06
-6.6,-1.32e-06
-6.4,-1.3e-06
-6.2,-1.3e-06
-6.0,-1.28e-06
-5.8,-1.28e-06
-5.6,-1.27e-06
-5.4,-1.25e-06
-5.2,-1.24e-06
-5.0,-1.24e-06
-4.8,-1.23e-06
-4.6,-1.21e-06
-4.4,-1.2e-06
-4.2,-1.2e-06
-4.0,-1.18e-06
-3.8,-1.17e-06
-3.6,-1.16e-06
-3.4,-1.15e-06
-3.2,-1.14e-06
-3.0,-1.13e-06
-2.8,-1.12e-06
-2.6,-1.11e-06
-2.4,-1.1e-06
-2.2,-1.09e-06
-2.0,-1.08e-06
-1.8,-1.08e-06
-1.6,-1.07e-06
-1.4,-1.06e-06
-1.2,-1.05e-06
-1.0,-1.04e-06
-0.8,-9.3e-07
-0.6,-9.2e-07
-0.4,-1.02e-06
-0.2,-1.01e-06
0.0,-1e-06
0.2,-9.9e-07
0.4,-9.8e-07
0.6,-9.8e-07
0.8,-9.7e-07
1.0,-9.6e-07
1.2,-9.5e-07
1.4,-9.4e-07
1.6,-9.4e-07
1.8,-9.3e-07
2.0,-9.2e-07
2.2,-9.1e-07
2.4,-7.7e-07
2.6,-8.9e-07
2.8,-8.9e-07
3.0,-8.8e-07
3.2,-8.7e-07
3.4,-8.6e-07
3.6,-8.5e-07
3.8,-8.4e-07
4.0,-8.3e-07
4.2,-8.2e-07
4.4,-8.1e-07
4.6,-8.1e-07
4.8,-8e-07
5.0,-7.9e-07
5.2,-7.8e-07
5.4,-7.7e-07
5.6,-7.6e-07
5.8,-7.5e-07
6.0,-7.4e-07
6.2,-7.3e-07
6.4,-7.2e-07
6.6,-7.1e-07
6.8,-7e-07
7.0,-6.9e-07
7.2,-6.9e-07
7.4,-6.8e-07
7.6,-6.6e-07
7.8,-6.5e-07
8.0,-6.4e-07
8.2,-6.3e-07
8.4,-6.2e-07
8.6,-6e-07
8.8,-5.9e-07
9.0,-5.7e-07
9.2,-5.6e-07
9.4,-5.5e-07
9.6,-5.3e-07
9.8,-5.1e-07
10.0,-5e-07
10.2,-4.9e-07
10.4,-4.8e-07
10.6,-4.7e-07
10.8,-4.6e-07
11.0,-4.5e-07
11.2,-4.4e-07
11.4,-4.3e-07
11.6,-4.2e-07
11.8,-4.1e-07
12.0,-4e-07
12.2,-3.9e-07
12.4,-3.8e-07
12.6,-3.6e-07
12.8,-3.5e-07
13.0,-3.4e-07
13.2,-3.3e-07
13.4,-3.1e-07
13.6,-3e-07
13.8,-3e-07
14.0,-2.9e-07
14.2,-2.7e-07
14.4,-2.6e-07
14.6,-2.5e-07
14.8,-2.4e-07
15.0,-2.2e-07
15.2,-2.1e-07
15.4,-2e-07
15.6,-1.8e-07
15.8,-1.7e-07
16.0,-1.6e-07
16.2,-1.4e-07
16.4,-1.3e-07
16.6,-1.3e-07
16.8,-1.1e-07
17.0,-1e-07
17.2,-9e-08
17.4,-7e-08
17.6,-6e-08
17.8,-4e-08
18.0,-3e-08
18.2,0.0
18.4,2e-08
18.6,3e-08
18.8,5e-08
19.0,7e-08
19.2,1e-07
19.4,1.2e-07
19.6,1.5e-07
19.8,1.8e-07
20.0,2.2e-07
20.2,2.6e-07
20.4,3.1e-07
20.6,3.7e-07
20.8,4.4e-07
21.0,5.3e-07
21.2,6.2e-07
21.4,7.5e-07
21.6,8.9e-07
21.8,1.01e-06
22.0,1.24e-06
22.2,1.23e-06
22.4,1.22e-06
22.6,1.39e-06
22.8,1.55e-06
23.0,1.7e-06
23.2,1.85e-06
23.4,2.01e-06
23.6,2.17e-06
23.8,2.32e-06
24.0,2.46e-06
24.2,2.6e-06
24.4,2.73e-06
24.6,2.89e-06
24.8,3.05e-06
25.0,3.19e-06
25.2,3.32e-06
25.4,3.46e-06
25.6,3.62e-06
25.8,3.77e-06
26.0,3.99e-06
26.2,4.33e-06
26.4,4.85e-06
26.6,5.51e-06
26.8,6.3e-06
27.0,7.25e-06
27.2,8.26e-06
27.4,9.36e-06
27.6,1.017e-05
27.8,1.125e-05
28.0,1.305e-05
28.2,1.458e-05
28.4,1.616e-05
28.6,1.785e-05
28.8,1.967e-05
29.4,2.67e-05
29.6,2.94e-05
29.8,3.26e-05
30.0,3.61e-05
30.2,3.98e-05
30.4,4.4e-05
30.6,4.82e-05
30.8,5.27e-05
31.0,5.75e-05
31.2,6.23e-05
31.4,6.73e-05
31.6,7.21e-05
31.8,7.66e-05
32.0,8.09e-05
32.2,8.52e-05
32.4,8.94e-05
32.6,9.39e-05
32.8,9.82e-05
33.0,0.0001023
33.2,0.0001056
33.4,0.0001091
33.6,0.0001133
33.8,0.0001181
34.0,0.000122
34.2,0.0001241
34.4,0.0001279
34.6,0.0001314
34.8,0.000135
35.0,0.0001386
35.2,0.0001417
35.4,0.000145
35.6,0.0001482
35.8,0.0001515
36.0,0.0001549
36.2,0.0001583
36.4,0.0001614
36.6,0.0001645
36.8,0.0001677
37.0,0.000171
37.2,0.0001742
37.4,0.0001772
37.6,0.0001802
37.8,0.0001834
38.0,0.000187
38.2,0.0001896
38.4,0.0001918
38.6,0.0001959
39.6,0.000208
39.6,0.00021
39.8,0.000213
40.0,0.000215
40.2,0.000217
40.4,0.00022
40.6,0.000222
40.8,0.000225
41.0,0.00023
41.2,0.000233
41.8,0.00023
42.4,0.000249
42.6,0.000252
42.8,0.000256
43.0,0.00026
43.2,0.000265
43.4,0.00027
43.6,0.000275
43.8,0.00028
44.0,0.000286
44.2,0.000293
44.4,0.0003
44.6,0.000307
44.8,0.000314
45.0,0.000323
