V(V),I(A)
-10.0,-2.6e-07
-10.0,-5.4e-07
-9.8,-5.7e-07
-9.6,-5.8e-07
-9.4,-5.7e-07
-9.2,-5.7e-07
-9.0,-5.7e-07
-8.8,-5.6e-07
-8.6,-5.6e-07
-8.4,-5.5e-07
-8.2,-5.4e-07
-8.0,-5.4e-07
-7.8,-5.3e-07
-7.6,-5.3e-07
-7.4,-5.2e-07
-7.2,-5.1e-07
-7.0,-5e-07
-6.8,-5e-07
-6.6,-4.9e-07
-6.4,-4.8e-07
-6.2,-4.7e-07
-6.0,-4.6e-07
-5.8,-4.5e-07
-5.6,-4.5e-07
-5.4,-4.4e-07
-5.2,-4.3e-07
-5.0,-4.2e-07
-4.8,-4.2e-07
-4.6,-4.1e-07
-4.4,-4e-07
-4.2,-3.9e-07
-4.0,-3.9e-07
-3.8,-3.8e-07
-3.6,-3.7e-07
-3.4,-3.7e-07
-3.2,-3.6e-07
-3.0,-3.5e-07
-2.8,-3.4e-07
-2.6,-3.4e-07
-2.4,-3.3e-07
-2.2,-3.2e-07
-2.0,-3.2e-07
-1.8,-3.1e-07
-1.6,-3.1e-07
-1.4,-3e-07
-1.2,-2.9e-07
-1.0,-2.9e-07
-0.8,-2.8e-07
-0.6,-2.8e-07
-0.4,-2.7e-07
-0.2,-2.6e-07
0.0,-2.6e-07
0.2,-2.6e-07
0.4,-2.5e-07
0.6,-2.5e-07
0.8,-2.4e-07
1.0,-2.4e-07
1.2,-2.3e-07
1.4,-2.3e-07
1.6,-2.2e-07
1.8,-2.2e-07
2.0,-2.2e-07
2.2,-2.1e-07
2.4,-2e-07
2.6,-1.9e-07
2.8,-1.9e-07
3.0,-1.8e-07
3.2,-1.7e-07
3.4,-1.6e-07
3.6,-1.6e-07
3.8,-1.5e-07
4.0,-1.4e-07
4.2,-1.3e-07
4.4,-1.2e-07
4.6,-1.1e-07
4.8,-1e-07
5.0,-9e-08
5.2,-7e-08
5.4,-6e-08
5.6,-4e-08
5.8,-1e-08
6.0,2e-08
6.2,5e-08
6.4,9e-08
6.6,1.3e-07
6.8,1.7e-07
7.0,2.2e-07
7.2,2.7e-07
7.4,3.3e-07
7.6,3.9e-07
7.8,4.4e-07
8.0,5e-07
8.2,5.5e-07
8.4,5.9e-07
8.6,6.4e-07
8.8,6.9e-07
9.0,7.4e-07
9.2,7.9e-07
9.4,8.4e-07
9.6,8.9e-07
9.8,9.3e-07
10.0,9.8e-07
10.2,1.03e-06
10.4,1.08e-06
10.6,1.16e-06
10.8,1.29e-06
11.0,1.49e-06
11.2,1.81e-06
11.4,2.23e-06
11.6,2.72e-06
11.8,3.3e-06
12.0,3.95e-06
12.2,4.69e-06
12.4,5.55e-06
12.6,6.51e-06
12.8,7.54e-06
13.0,8.67e-06
13.2,9.95e-06
13.4,1.138e-05
13.6,1.306e-05
13.8,1.501e-05
14.0,1.725e-05
14.2,1.967e-05
14.8,2.72e-05
15.0,2.94e-05
15.2,3.16e-05
15.4,3.37e-05
15.6,3.58e-05
15.8,3.8e-05
16.0,4.02e-05
16.2,4.23e-05
16.4,4.42e-05
16.6,4.62e-05
16.8,4.83e-05
17.0,5.02e-05
17.2,5.22e-05
17.4,5.4e-05
17.6,5.58e-05
17.8,5.76e-05
18.0,5.94e-05
18.2,6.12e-05
18.4,6.3e-05
18.6,6.47e-05
18.8,6.64e-05
19.0,6.8e-05
19.2,6.97e-05
19.4,7.13e-05
19.6,7.3e-05
19.8,7.46e-05
20.0,7.62e-05
20.2,7.78e-05
20.4,7.94e-05
20.6,8.09e-05
20.8,8.24e-05
21.0,8.39e-05
21.2,8.54e-05
21.4,8.68e-05
21.6,8.83e-05
21.8,8.97e-05
22.0,9.11e-05
22.2,9.24e-05
22.4,9.37e-05
22.6,9.5e-05
22.8,9.62e-05
23.0,9.75e-05
23.2,9.87e-05
23.4,9.99e-05
23.6,0.0001011
23.8,0.0001023
24.0,0.0001035
24.2,0.0001047
24.4,0.0001059
24.6,0.000107
24.8,0.0001082
25.0,0.0001093
