V(V),I(A)
-10.0,-3.39e-06
-10.0,-4.25e-06
-9.8,-4.8e-06
-9.6,-4.78e-06
-9.4,-4.75e-06
-9.2,-4.72e-06
-9.0,-4.69e-06
-8.8,-4.66e-06
-8.6,-4.63e-06
-8.4,-4.6e-06
-8.2,-4.57e-06
-8.0,-4.54e-06
-7.8,-4.51e-06
-7.6,-4.48e-06
-7.4,-4.45e-06
-7.2,-4.42e-06
-7.0,-4.39e-06
-6.8,-4.36e-06
-6.6,-4.33e-06
-6.4,-4.31e-06
-6.2,-4.28e-06
-6.0,-4.24e-06
-5.8,-4.22e-06
-5.6,-4.19e-06
-5.4,-4.16e-06
-5.2,-4.13e-06
-5.0,-4.1e-06
-4.8,-4.07e-06
-4.6,-4.04e-06
-4.4,-4.02e-06
-4.2,-3.99e-06
-4.0,-3.96e-06
-3.8,-3.93e-06
-3.6,-3.9e-06
-3.4,-3.87e-06
-3.2,-3.84e-06
-3.0,-3.82e-06
-2.8,-3.79e-06
-2.6,-3.76e-06
-2.4,-3.73e-06
-2.2,-3.71e-06
-2.0,-3.68e-06
-1.8,-3.65e-06
-1.6,-3.62e-06
-1.4,-3.59e-06
-1.2,-3.56e-06
-1.0,-3.54e-06
-0.8,-3.51e-06
-0.6,-3.48e-06
-0.4,-3.45e-06
-0.2,-3.43e-06
0.0,-3.4e-06
0.2,-3.37e-06
0.4,-3.35e-06
0.6,-3.33e-06
0.8,-3.3e-06
1.0,-3.27e-06
1.2,-3.25e-06
1.4,-3.22e-06
1.6,-3.19e-06
1.8,-3.16e-06
2.0,-3.14e-06
2.2,-3.11e-06
2.4,-3.09e-06
2.6,-3.06e-06
2.8,-3.04e-06
3.0,-3.01e-06
3.2,-2.98e-06
3.4,-2.95e-06
3.6,-2.92e-06
3.8,-2.89e-06
4.0,-2.87e-06
4.2,-2.75e-06
4.4,-2.82e-06
4.6,-2.95e-06
4.8,-2.92e-06
5.0,-2.89e-06
5.2,-2.87e-06
5.4,-2.85e-06
5.6,-2.82e-06
5.8,-2.8e-06
6.0,-2.77e-06
6.2,-2.75e-06
6.4,-2.72e-06
6.6,-2.7e-06
6.8,-2.67e-06
7.0,-2.64e-06
7.2,-2.61e-06
7.4,-2.58e-06
7.6,-2.55e-06
7.8,-2.52e-06
8.0,-2.49e-06
8.2,-2.46e-06
8.4,-2.32e-06
8.6,-2.38e-06
8.8,-2.36e-06
9.0,-2.34e-06
9.2,-2.32e-06
9.4,-2.29e-06
9.6,-2.27e-06
9.8,-2.25e-06
10.0,-2.23e-06
10.2,-2.21e-06
10.4,-2.19e-06
10.6,-2.17e-06
10.8,-2.15e-06
11.0,-2.12e-06
11.2,-2.1e-06
11.4,-2.08e-06
11.6,-2.06e-06
11.8,-2.03e-06
12.0,-2e-06
12.2,-1.97e-06
12.4,-1.94e-06
12.6,-1.92e-06
12.8,-1.89e-06
13.0,-1.87e-06
13.2,-1.84e-06
13.4,-1.81e-06
13.6,-1.78e-06
13.8,-1.76e-06
14.0,-1.73e-06
14.2,-1.68e-06
14.4,-1.63e-06
14.6,-1.6e-06
14.8,-1.57e-06
15.0,-1.54e-06
15.2,-1.51e-06
15.4,-1.48e-06
15.6,-1.45e-06
15.8,-1.42e-06
16.0,-1.39e-06
16.2,-1.36e-06
16.4,-1.32e-06
16.6,-1.29e-06
16.8,-1.25e-06
17.0,-1.22e-06
17.2,-1.19e-06
17.4,-1.17e-06
17.6,-1.14e-06
17.8,-1.11e-06
18.0,-1.08e-06
18.2,-1.05e-06
18.4,-1.01e-06
18.6,-9.7e-07
18.8,-9.3e-07
19.0,-8.9e-07
19.2,-8.6e-07
19.4,-8.3e-07
19.6,-8.1e-07
19.8,-7.9e-07
20.0,-7.6e-07
20.2,-7.3e-07
20.4,-6.9e-07
20.6,-6.7e-07
20.8,-6.3e-07
21.0,-5.8e-07
21.2,-5.4e-07
21.4,-5.1e-07
21.6,-4.8e-07
21.8,-4.5e-07
22.0,-4.3e-07
22.2,-4e-07
22.4,-3.7e-07
22.6,-3.4e-07
22.8,-3.1e-07
23.0,-2.7e-07
23.2,-2.1e-07
23.4,-1.4e-07
23.6,-1.1e-07
23.8,-8e-08
24.0,-4e-08
24.2,-2e-08
24.4,1e-08
24.6,5e-08
24.8,8e-08
25.0,1e-07
25.2,1.4e-07
25.4,1.8e-07
25.6,2.2e-07
25.8,2.5e-07
26.0,2.7e-07
26.2,2.9e-07
26.4,3.2e-07
26.6,3.4e-07
26.8,3.7e-07
27.0,4e-07
27.2,4.3e-07
27.4,4.6e-07
27.6,4.9e-07
27.8,5.3e-07
28.0,5.6e-07
28.2,6e-07
28.4,6.4e-07
28.6,6.7e-07
28.8,7.1e-07
29.0,7.4e-07
29.2,7.8e-07
29.4,8.2e-07
29.6,8.5e-07
29.8,8.8e-07
30.0,9e-07
30.2,9.3e-07
30.4,9.7e-07
30.6,1e-06
30.8,1.03e-06
31.0,1.06e-06
31.2,1.09e-06
31.4,1.13e-06
31.6,1.17e-06
31.8,1.2e-06
32.0,1.23e-06
32.2,1.26e-06
32.4,1.3e-06
32.6,1.35e-06
32.8,1.39e-06
33.0,1.43e-06
33.2,1.46e-06
33.4,1.47e-06
33.6,1.5e-06
33.8,1.53e-06
34.0,1.56e-06
34.2,1.6e-06
34.4,1.63e-06
34.6,1.66e-06
34.8,1.68e-06
35.0,1.72e-06
35.2,1.76e-06
35.4,1.8e-06
35.6,1.84e-06
35.8,1.88e-06
36.0,1.9e-06
36.2,1.94e-06
36.4,1.97e-06
36.6,2.02e-06
36.8,2.06e-06
37.0,2.09e-06
37.2,2.12e-06
37.4,2.15e-06
37.6,2.19e-06
37.8,2.23e-06
38.0,2.26e-06
38.2,2.3e-06
38.4,2.32e-06
38.6,2.35e-06
38.8,2.37e-06
39.0,2.4e-06
39.2,2.44e-06
39.4,2.47e-06
39.6,2.5e-06
39.8,2.53e-06
40.0,2.55e-06
40.2,2.58e-06
40.4,2.63e-06
40.6,2.65e-06
40.8,2.67e-06
41.0,2.7e-06
41.2,2.74e-06
41.4,2.77e-06
41.6,2.8e-06
41.8,2.84e-06
42.0,2.88e-06
42.2,2.93e-06
42.4,2.98e-06
42.6,3.02e-06
42.8,3.05e-06
43.0,3.09e-06
43.2,3.13e-06
43.4,3.17e-06
43.6,3.21e-06
43.8,3.26e-06
44.0,3.31e-06
44.2,3.36e-06
44.4,3.41e-06
44.6,3.45e-06
44.8,3.5e-06
45.0,3.54e-06
45.2,3.58e-06
45.4,3.62e-06
45.6,3.67e-06
45.8,3.71e-06
46.0,3.74e-06
46.2,3.76e-06
46.4,3.8e-06
46.6,3.86e-06
46.8,3.9e-06
47.0,3.93e-06
47.2,3.95e-06
47.4,3.98e-06
47.6,4.02e-06
47.8,4.06e-06
48.0,4.09e-06
48.2,4.13e-06
48.4,2.89e-06
48.6,5.6e-07
48.8,4.3e-07
49.0,4.3e-07
49.2,4.3e-07
49.4,4.4e-07
49.6,4.4e-07
49.8,4.4e-07
50.0,4.5e-07
50.2,4.5e-07
50.4,4.5e-07
50.6,4.6e-07
50.8,4.6e-07
51.0,4.7e-07
51.2,4.7e-07
51.4,4.7e-07
51.6,4.8e-07
51.8,4.8e-07
52.0,4.8e-07
52.2,4.9e-07
52.4,4.9e-07
52.6,5e-07
52.8,5e-07
53.0,5e-07
53.2,5.1e-07
53.4,5.1e-07
53.6,5.1e-07
53.8,5.2e-07
54.0,5.2e-07
54.2,5.2e-07
54.4,5.3e-07
54.6,5.3e-07
54.8,5.4e-07
55.0,5.4e-07
55.2,5.5e-07
55.4,5.5e-07
55.6,5.6e-07
55.8,5.6e-07
56.0,5.6e-07
56.2,5.7e-07
56.4,5.7e-07
56.6,5.7e-07
56.8,5.8e-07
57.0,5.8e-07
57.2,5.9e-07
57.4,5.9e-07
57.6,6e-07
57.8,6e-07
58.0,6.1e-07
58.2,6.2e-07
58.4,6.2e-07
58.6,6.3e-07
58.8,6.3e-07
59.0,6.4e-07
59.2,6.5e-07
59.4,6.7e-07
59.6,6.9e-07
59.8,7e-07
60.0,7.1e-07
60.2,7.4e-07
60.4,7.7e-07
60.6,7.9e-07
60.8,8.3e-07
61.0,8.3e-07
61.2,8.5e-07
61.4,8.8e-07
61.6,9.1e-07
61.8,9.4e-07
62.0,9.7e-07
62.2,1.01e-06
62.4,1.05e-06
62.6,1.08e-06
62.8,1.12e-06
63.0,1.15e-06
63.2,1.18e-06
63.4,1.2e-06
